date,delay,distance,origin,destination
2001-01-19 08:30:00,-6,1262,STL,PHX
2001-01-11 09:55:00,5,647,SMF,PHX
2001-03-19 15:55:00,5,325,OAK,BUR
2001-03-05 12:20:00,-1,405,MCI,MDW
2001-01-30 06:30:00,-3,189,AUS,DAL
2001-03-16 07:10:00,2,318,FLL,JAX
2001-02-03 15:40:00,-8,377,MHT,BWI
2001-02-02 11:27:00,1,677,HOU,ELP
2001-01-15 09:27:00,20,283,BDL,BWI
2001-03-16 08:05:00,-8,174,TPA,PBI
2001-01-16 06:30:00,-10,224,GEG,SEA
2001-01-19 08:28:00,5,588,BWI,BNA
2001-01-26 06:55:00,25,1591,IND,LAS
2001-03-13 10:25:00,-2,480,SMF,SAN
2001-03-10 15:20:00,-9,254,SDF,STL
2001-02-06 18:18:00,4,325,OAK,BUR
2001-03-16 16:33:00,48,419,HOU,OKC
2001-03-07 17:10:00,-6,162,IND,MDW
2001-02-28 16:20:00,-10,308,SJC,LAX
2001-01-07 17:10:00,12,1262,PHX,STL
2001-01-03 07:00:00,-15,1235,LAS,HOU
2001-02-13 10:10:00,50,687,HOU,STL
2001-03-01 16:25:00,18,287,BOI,GEG
2001-01-08 19:40:00,-1,293,LBB,DAL
2001-03-08 22:30:00,90,333,ONT,SJC
2001-01-28 06:40:00,0,397,SMF,LAS
2001-01-03 08:12:00,1,325,BUR,OAK
2001-03-04 11:10:00,0,341,LBB,AUS
2001-03-07 21:15:00,-14,515,BWI,IND
2001-01-30 07:50:00,5,229,DTW,MDW
2001-02-27 10:55:00,-7,303,HOU,MSY
2001-01-23 21:30:00,-1,239,DAL,HOU
2001-01-08 08:05:00,0,162,IND,MDW
2001-02-10 07:57:00,28,904,RDU,MCI
2001-03-21 15:24:00,9,303,HOU,MSY
2001-03-22 07:00:00,-7,303,MSY,HOU
2001-03-11 21:45:00,-2,236,LAX,LAS
2001-02-22 10:57:00,55,308,SJC,LAX
2001-02-21 06:30:00,-2,337,OAK,LAX
2001-02-05 08:30:00,8,417,SJC,SAN
2001-02-20 18:10:00,-5,714,LAX,ELP
2001-03-22 15:52:00,-10,325,PHX,ONT
2001-03-27 10:00:00,-20,337,OAK,LAX
2001-03-15 22:00:00,27,189,DAL,AUS
2001-03-31 12:00:00,14,714,LAX,ELP
2001-03-01 15:20:00,46,248,DAL,SAT
2001-02-14 19:08:00,33,417,SAN,SJC
2001-01-07 14:19:00,14,580,ABQ,DAL
2001-01-17 21:50:00,10,258,SAN,LAS
2001-02-26 06:30:00,-15,687,HOU,STL
2001-02-10 15:25:00,-5,564,SEA,RNO
2001-02-02 17:15:00,0,670,BNA,HOU
2001-01-10 11:00:00,3,239,DAL,HOU
2001-02-25 18:25:00,13,256,PHX,LAS
2001-01-18 19:50:00,0,1140,LAS,MCI
2001-03-13 17:35:00,12,842,MDW,PVD
2001-03-10 13:38:00,10,1020,PHX,HOU
2001-01-27 07:55:00,-15,367,TUS,SAN
2001-02-18 12:29:00,10,328,BWI,PVD
2001-03-27 18:20:00,-2,842,TPA,BWI
2001-03-13 11:06:00,0,393,LIT,HOU
2001-02-22 20:54:00,14,189,DAL,AUS
2001-01-19 19:42:00,14,417,SAN,SJC
2001-03-11 17:33:00,17,550,MSY,MCO
2001-03-01 14:40:00,-15,479,PDX,SMF
2001-03-08 06:30:00,0,217,IAH,DAL
2001-03-27 10:50:00,0,714,LAX,ELP
2001-01-07 21:45:00,-10,291,SLC,BOI
2001-03-23 18:52:00,27,451,TUS,LAX
2001-01-05 20:00:00,13,303,HOU,MSY
2001-03-20 06:30:00,-8,148,HOU,AUS
2001-01-05 22:15:00,25,397,SMF,LAS
2001-01-30 07:20:00,-7,108,ISP,PVD
2001-03-03 07:40:00,7,308,LAX,SJC
2001-02-03 13:45:00,7,737,STL,BWI
2001-01-05 12:00:00,-8,224,SEA,GEG
2001-03-04 10:05:00,3,256,LAS,PHX
2001-03-31 12:05:00,-2,347,PHX,ELP
2001-03-01 11:52:00,37,611,MDW,BWI
2001-03-11 12:00:00,6,220,BWI,ISP
2001-03-30 18:35:00,0,197,ONT,LAS
2001-01-11 12:45:00,-8,487,MSY,TPA
2001-01-04 06:30:00,-10,308,LAX,SJC
2001-03-03 15:43:00,23,178,MCO,FLL
2001-02-28 07:15:00,12,386,SJC,LAS
2001-02-28 08:00:00,-10,389,ONT,SMF
2001-01-26 06:38:00,3,441,MAF,HOU
2001-01-22 13:15:00,-5,550,MSY,MCO
2001-03-21 18:35:00,-2,174,TPA,PBI
2001-03-14 17:50:00,178,239,DAL,HOU
2001-01-01 16:34:00,3,361,ONT,OAK
2001-02-05 18:10:00,-2,447,SFO,SAN
2001-02-19 12:55:00,5,1069,SAT,LAS
2001-02-09 06:30:00,-12,236,LAX,LAS
2001-02-05 11:55:00,7,180,JAX,TPA
2001-02-08 09:40:00,-8,325,OAK,BUR
2001-03-29 16:28:00,0,308,LAX,SJC
2001-03-20 07:00:00,-5,256,PHX,LAS
2001-03-28 22:40:00,0,389,SMF,ONT
2001-01-07 21:25:00,12,373,SMF,LAX
2001-02-25 14:41:00,14,422,RNO,SLC
2001-02-17 16:25:00,0,440,DTW,STL
2001-03-16 17:15:00,-2,239,HOU,DAL
2001-01-12 08:15:00,-1,580,DAL,ABQ
2001-02-02 15:50:00,3,621,SJC,PHX
2001-03-19 09:50:00,-11,1501,MSY,LAS
2001-03-16 08:35:00,-3,325,PHX,ONT
2001-01-23 13:35:00,-12,562,ELP,DAL
2001-03-09 22:40:00,87,833,PHX,OKC
2001-02-06 12:30:00,-4,370,PHX,LAX
2001-01-10 06:50:00,-5,507,PHX,SLC
2001-03-08 13:50:00,8,1363,LAX,MCI
2001-03-12 08:10:00,-5,148,AUS,HOU
2001-02-15 14:00:00,14,1020,HOU,PHX
2001-03-16 07:05:00,-7,223,ABQ,ELP
2001-03-10 09:30:00,0,513,JAX,MSY
2001-01-30 20:13:00,19,236,LAX,LAS
2001-02-07 21:15:00,-4,319,DAL,MAF
2001-02-27 09:00:00,3,1090,LAS,AUS
2001-02-11 10:55:00,11,369,PHX,BUR
2001-02-08 11:35:00,-6,351,STL,TUL
2001-02-07 07:40:00,-1,587,TPA,RDU
2001-02-18 18:02:00,43,373,LAX,SMF
2001-03-25 21:20:00,-9,178,MCO,FLL
2001-01-03 17:17:00,5,395,MDW,BNA
2001-01-18 08:35:00,-15,325,PHX,ONT
2001-01-08 15:50:00,-10,271,MDW,SDF
2001-01-12 20:55:00,-10,251,STL,MDW
2001-01-24 16:32:00,14,833,PHX,OKC
2001-03-14 17:50:00,-5,389,ONT,SMF
2001-03-25 16:10:00,-13,1448,PHX,BNA
2001-03-01 15:45:00,0,229,MDW,DTW
2001-03-18 08:10:00,0,328,ABQ,PHX
2001-03-31 17:30:00,-3,256,PHX,LAS
2001-03-27 14:20:00,-5,580,ABQ,DAL
2001-03-08 21:15:00,7,251,MDW,STL
2001-03-25 14:00:00,-4,453,TUL,HOU
2001-02-04 07:45:00,5,487,TPA,MSY
2001-01-28 20:40:00,-5,1262,PHX,STL
2001-03-19 11:00:00,-6,239,HOU,DAL
2001-01-04 18:10:00,19,148,AUS,HOU
2001-03-06 22:15:00,-1,251,STL,MDW
2001-01-02 07:18:00,22,423,OMA,MDW
2001-03-22 21:15:00,-1,487,STL,CLE
2001-02-10 12:50:00,66,714,LAX,ELP
2001-03-06 10:20:00,-4,359,JAN,HOU
2001-02-14 09:40:00,-9,520,LAS,BOI
2001-01-17 15:40:00,-4,229,MDW,DTW
2001-02-01 10:45:00,7,258,SAN,LAS
2001-02-23 16:00:00,0,325,OAK,BUR
2001-03-02 07:55:00,5,276,HOU,HRL
2001-01-29 18:55:00,9,651,SFO,PHX
2001-01-26 14:40:00,22,256,PHX,LAS
2001-02-06 11:45:00,-7,325,BUR,OAK
2001-02-19 13:25:00,35,590,SLC,LAX
2001-01-31 11:30:00,-2,487,ABQ,LAS
2001-03-06 07:04:00,9,237,DAL,TUL
2001-02-23 08:48:00,75,1521,MDW,LAS
2001-01-24 13:10:00,-3,319,MAF,DAL
2001-02-28 10:37:00,21,495,SDF,BWI
2001-02-11 19:15:00,13,1262,STL,PHX
2001-02-07 12:40:00,-12,484,JAX,BNA
2001-02-19 20:15:00,-8,248,SAT,DAL
2001-02-09 07:15:00,-9,756,AUS,BNA
2001-01-13 19:15:00,2,189,AUS,DAL
2001-02-28 13:00:00,-6,239,HOU,DAL
2001-03-26 09:00:00,1,838,MDW,MHT
2001-02-07 13:37:00,13,258,SAN,LAS
2001-02-27 10:05:00,-3,441,HOU,MAF
2001-02-25 16:25:00,-23,1999,PHX,BWI
2001-03-14 16:25:00,7,197,TPA,FLL
2001-02-27 12:20:00,2,407,LAS,OAK
2001-03-30 18:25:00,-9,1140,MCI,LAS
2001-01-07 07:15:00,-3,1076,TUL,LAS
2001-03-27 12:19:00,11,258,SAN,LAS
2001-02-01 16:50:00,-5,325,OAK,BUR
2001-01-19 11:15:00,0,611,MDW,BWI
2001-03-10 19:00:00,30,842,TPA,BWI
2001-01-12 06:45:00,12,460,TPA,BHM
2001-02-16 07:10:00,12,2277,PVD,PHX
2001-01-14 17:54:00,7,389,ONT,SMF
2001-02-01 17:00:00,-6,447,SFO,SAN
2001-01-25 13:30:00,-8,279,GEG,PDX
2001-03-21 13:30:00,2,1020,PHX,HOU
2001-01-13 15:37:00,22,254,STL,SDF
2001-03-29 23:06:00,30,303,HOU,MSY
2001-01-17 11:39:00,2,239,HOU,DAL
2001-03-13 20:50:00,0,612,BNA,TPA
2001-03-03 11:00:00,-3,284,CMH,MDW
2001-02-28 10:53:00,22,258,LAS,SAN
2001-02-07 11:49:00,27,1999,BWI,PHX
2001-03-08 20:59:00,38,279,PDX,GEG
2001-01-25 18:45:00,5,852,BNA,BDL
2001-01-24 12:25:00,26,373,LAX,SMF
2001-03-21 06:15:00,-20,838,MHT,MDW
2001-01-25 07:00:00,-6,377,BWI,MHT
2001-02-04 10:10:00,4,223,TUL,MCI
2001-03-18 17:25:00,0,307,MDW,CLE
2001-03-19 20:25:00,-8,590,LAX,SLC
2001-03-29 21:22:00,174,843,SAT,PHX
2001-02-16 21:35:00,62,333,SJC,ONT
2001-02-16 06:30:00,-7,304,SAN,PHX
2001-02-19 14:00:00,48,1987,BUF,LAS
2001-03-22 15:05:00,-8,550,MSY,MCO
2001-01-09 17:05:00,10,333,SJC,ONT
2001-03-23 11:00:00,-5,347,PHX,ELP
2001-02-13 17:34:00,18,342,STL,OMA
2001-02-07 07:05:00,7,671,OAK,SEA
2001-02-02 09:40:00,-18,1489,MCI,OAK
2001-01-21 15:39:00,-6,337,LAX,OAK
2001-03-05 16:00:00,11,611,BWI,MDW
2001-01-26 14:56:00,25,682,BWI,BHM
2001-02-21 14:15:00,-2,328,PVD,BWI
2001-03-09 14:28:00,0,422,RNO,SLC
2001-01-14 15:15:00,0,324,DAL,AMA
2001-02-07 18:05:00,-4,325,OAK,BUR
2001-01-02 21:35:00,40,246,ELP,MAF
2001-03-27 08:40:00,-10,377,BWI,MHT
2001-02-15 19:43:00,14,588,BWI,BNA
2001-02-23 13:12:00,14,303,MSY,HOU
2001-01-22 08:24:00,3,237,TUL,DAL
2001-03-28 10:25:00,0,288,ALB,BWI
2001-01-14 05:30:00,2,337,LAX,OAK
2001-02-23 14:08:00,45,237,DAL,TUL
2001-02-03 07:55:00,0,197,TPA,FLL
2001-03-11 10:10:00,10,178,FLL,MCO
2001-02-01 17:45:00,-8,367,TUS,SAN
2001-03-29 07:25:00,0,611,BWI,MDW
2001-03-19 21:15:00,0,187,HOU,CRP
2001-02-23 10:20:00,2,389,ONT,SMF
2001-01-13 10:10:00,2,342,SJC,SNA
2001-02-05 07:00:00,-12,239,DAL,HOU
2001-01-21 13:50:00,0,296,DAL,LIT
2001-03-21 06:30:00,-7,148,HOU,AUS
2001-02-16 16:46:00,43,239,DAL,HOU
2001-01-28 11:15:00,-6,1797,LAX,BNA
2001-03-27 21:35:00,-3,487,LAS,ABQ
2001-01-13 13:20:00,5,1137,TPA,PVD
2001-01-24 18:10:00,-4,108,PVD,ISP
2001-01-03 11:22:00,0,189,DAL,AUS
2001-02-20 14:25:00,-4,507,SLC,PHX
2001-02-08 11:20:00,0,248,DAL,SAT
2001-02-07 17:55:00,-5,177,BHM,BNA
2001-01-16 20:50:00,78,256,LAS,PHX
2001-02-27 06:00:00,-7,303,MSY,HOU
2001-01-01 13:22:00,-1,224,GEG,SEA
2001-03-11 19:15:00,1,1262,STL,PHX
2001-02-04 17:05:00,0,377,MHT,BWI
2001-02-22 09:30:00,-5,283,BDL,BWI
2001-03-29 12:00:00,-10,239,DAL,HOU
2001-02-09 14:05:00,78,446,OAK,SAN
2001-01-25 09:10:00,-11,304,PHX,SAN
2001-01-30 19:50:00,-4,361,OAK,ONT
2001-01-17 19:13:00,7,493,ABQ,SLC
2001-03-19 17:35:00,4,928,AUS,TPA
2001-03-14 20:05:00,10,217,IAH,DAL
2001-02-20 07:58:00,20,333,SJC,ONT
2001-03-06 12:10:00,-10,1140,MCI,LAS
2001-03-16 18:04:00,70,271,SDF,MDW
2001-02-22 07:00:00,0,303,MSY,HOU
2001-01-20 18:45:00,-10,405,MCI,MDW
2001-02-24 20:15:00,-18,180,JAX,TPA
2001-03-13 15:00:00,47,570,BHM,MDW
2001-01-06 19:55:00,-15,271,SDF,MDW
2001-02-04 13:20:00,2,304,SAN,PHX
2001-03-15 12:15:00,0,180,OAK,RNO
2001-03-26 08:47:00,1,325,OAK,BUR
2001-01-05 09:15:00,-1,189,AUS,DAL
2001-01-14 19:00:00,22,308,SJC,LAX
2001-03-03 13:42:00,-5,1140,MCI,LAS
2001-03-29 09:35:00,-12,907,BNA,PVD
2001-02-25 20:30:00,0,293,DAL,LBB
2001-01-28 13:00:00,-9,178,MCO,FLL
2001-01-07 13:55:00,7,358,BUR,SMF
2001-01-07 20:30:00,-6,370,PHX,LAX
2001-03-19 11:10:00,-11,601,PHX,RNO
2001-03-10 17:50:00,0,358,SMF,BUR
2001-01-31 14:15:00,5,328,PVD,BWI
2001-01-22 09:20:00,0,543,OAK,PDX
2001-02-04 07:30:00,-6,443,BNA,RDU
2001-02-21 08:00:00,3,148,HOU,AUS
2001-02-13 21:05:00,-18,630,SLC,PDX
2001-02-22 08:58:00,10,1235,HOU,LAS
2001-01-17 09:27:00,18,440,DTW,STL
2001-02-04 08:00:00,-10,345,LAS,RNO
2001-03-17 14:45:00,9,237,MCI,STL
2001-03-12 10:45:00,43,708,IND,MSY
2001-01-11 08:15:00,-2,319,DAL,MAF
2001-03-22 06:40:00,-12,487,CLE,STL
2001-02-20 14:25:00,-15,677,LAX,ABQ
2001-01-04 19:35:00,5,371,OAK,SNA
2001-03-29 19:35:00,14,358,BUR,SMF
2001-01-12 15:07:00,-6,570,MDW,BHM
2001-03-08 14:49:00,5,345,LAS,RNO
2001-03-18 08:00:00,-10,822,SAT,BNA
2001-01-31 11:30:00,4,271,SDF,MDW
2001-01-02 16:21:00,1,397,LAS,SMF
2001-02-16 15:10:00,-3,248,SAT,DAL
2001-03-05 08:10:00,-2,197,ONT,LAS
2001-02-27 10:45:00,-15,787,BWI,MCO
2001-01-16 19:20:00,-15,588,SLC,OAK
2001-03-21 10:00:00,-10,1521,LAS,MDW
2001-01-28 20:43:00,21,308,LAX,SJC
2001-01-02 20:05:00,-9,192,SAT,HOU
2001-02-19 13:00:00,-11,342,OMA,STL
2001-02-22 07:35:00,-10,345,RNO,LAS
2001-03-07 17:10:00,-3,248,DAL,SAT
2001-01-23 15:20:00,-5,258,SAN,LAS
2001-02-16 07:30:00,-3,370,LAX,PHX
2001-03-10 13:53:00,20,737,STL,BWI
2001-03-04 13:30:00,21,590,LAX,SLC
2001-03-29 12:49:00,19,480,SAN,SMF
2001-01-06 08:15:00,-5,237,TUL,DAL
2001-01-13 17:15:00,0,187,HOU,CRP
2001-03-04 07:10:00,-8,251,STL,MDW
2001-01-24 21:50:00,-5,293,DAL,LBB
2001-01-27 09:50:00,-5,174,PBI,TPA
2001-02-18 16:34:00,6,304,PHX,SAN
2001-02-07 15:21:00,28,337,OAK,LAX
2001-03-26 06:40:00,-4,405,MCI,MDW
2001-01-03 21:00:00,0,237,DAL,TUL
2001-03-20 20:35:00,30,224,SEA,GEG
2001-01-14 20:43:00,75,395,BNA,MDW
2001-02-02 21:25:00,33,351,TUL,STL
2001-02-17 20:20:00,-2,718,SDF,MCO
2001-02-12 12:05:00,-3,293,LBB,DAL
2001-01-19 19:15:00,-5,1501,LAS,MSY
2001-01-26 19:38:00,110,308,SJC,LAX
2001-02-17 08:00:00,-5,345,LAS,RNO
2001-01-08 07:00:00,-12,337,LAX,OAK
2001-02-27 08:40:00,6,229,DTW,MDW
2001-02-10 21:05:00,8,333,ONT,SJC
2001-02-09 11:15:00,-9,1073,MCO,ALB
2001-01-04 15:09:00,-2,148,HOU,AUS
2001-01-14 11:50:00,-4,180,JAX,TPA
2001-02-03 07:00:00,-5,303,MSY,HOU
2001-01-31 13:58:00,0,423,MDW,OMA
2001-01-19 07:20:00,-2,1489,OAK,MCI
2001-03-21 15:55:00,-5,303,MSY,HOU
2001-01-31 10:50:00,-2,919,SLC,MCI
2001-03-28 13:15:00,4,318,FLL,JAX
2001-01-26 17:40:00,55,325,OAK,BUR
2001-02-27 12:30:00,-7,239,HOU,DAL
2001-02-20 16:51:00,-2,437,MSY,DAL
2001-01-03 11:49:00,15,386,LAS,SJC
2001-01-08 21:53:00,7,314,BWI,CLE
2001-01-21 17:48:00,12,318,FLL,JAX
2001-02-19 08:45:00,-5,217,DAL,IAH
2001-01-02 20:34:00,40,328,ABQ,PHX
2001-01-03 10:55:00,10,796,LAS,MAF
2001-01-07 18:50:00,-8,251,MDW,STL
2001-03-27 06:35:00,-3,256,PHX,LAS
2001-02-13 12:15:00,-9,852,BDL,BNA
2001-01-09 20:00:00,-8,487,ABQ,LAS
2001-02-27 15:05:00,0,284,CMH,MDW
2001-01-23 09:45:00,-15,1448,PHX,BNA
2001-03-09 18:02:00,0,177,BHM,BNA
2001-03-02 06:40:00,-4,507,SLC,PHX
2001-02-23 10:45:00,-6,287,BOI,GEG
2001-02-22 12:10:00,11,373,SMF,LAX
2001-02-03 10:45:00,-9,258,SAN,LAS
2001-01-08 22:05:00,-6,248,SAT,DAL
2001-03-06 15:20:00,-6,405,MDW,MCI
2001-01-21 19:42:00,10,395,BNA,MDW
2001-02-05 08:25:00,2,328,PVD,BWI
2001-03-29 15:58:00,22,283,BDL,BWI
2001-03-01 22:10:00,21,223,BUR,LAS
2001-03-28 16:17:00,4,174,TPA,PBI
2001-02-22 15:10:00,5,342,SNA,SJC
2001-03-18 14:15:00,65,239,HOU,DAL
2001-02-26 12:10:00,-16,611,MDW,BWI
2001-01-29 19:15:00,-2,303,MSY,HOU
2001-03-25 18:25:00,0,417,SAN,SJC
2001-03-19 16:05:00,-12,281,BWI,BUF
2001-03-26 14:40:00,-2,248,DAL,SAT
2001-01-07 06:50:00,23,570,BHM,HOU
2001-03-23 16:45:00,13,239,DAL,HOU
2001-01-16 06:37:00,9,689,SLC,SEA
2001-01-02 20:35:00,20,621,PHX,SJC
2001-02-07 11:00:00,-13,337,OAK,LAX
2001-03-24 10:10:00,13,1501,MSY,LAS
2001-01-10 14:22:00,35,397,SMF,LAS
2001-03-25 17:50:00,-15,673,MSY,FLL
2001-03-24 19:33:00,31,407,OAK,LAS
2001-03-15 21:46:00,16,288,BWI,ALB
2001-02-17 16:14:00,4,178,MCO,FLL
2001-02-03 12:45:00,-8,223,MCI,TUL
2001-03-15 16:55:00,6,1552,MCO,ABQ
2001-01-08 12:35:00,-5,395,BNA,MDW
2001-01-20 13:35:00,-4,273,HRL,AUS
2001-02-03 10:10:00,5,197,TPA,FLL
2001-03-14 09:00:00,-6,370,PHX,LAX
2001-02-15 10:00:00,6,239,HOU,DAL
2001-02-09 22:00:00,-5,239,HOU,DAL
2001-02-13 16:15:00,0,239,HOU,DAL
2001-01-04 07:35:00,1,239,HOU,DAL
2001-03-20 16:05:00,-5,281,BWI,BUF
2001-02-12 18:32:00,19,1442,MCI,SMF
2001-02-28 20:30:00,100,361,ONT,OAK
2001-03-08 17:20:00,-9,229,IND,STL
2001-02-05 19:45:00,-3,1020,PHX,HOU
2001-03-17 17:55:00,-27,1599,MSY,SAN
2001-02-07 07:25:00,17,935,PHX,TUL
2001-01-05 20:45:00,5,342,SNA,SJC
2001-03-01 06:25:00,2,251,MDW,STL
2001-02-14 13:10:00,42,304,PHX,SAN
2001-01-20 14:12:00,37,197,TPA,FLL
2001-01-11 18:49:00,14,239,HOU,DAL
2001-02-01 18:35:00,-5,254,STL,SDF
2001-01-15 10:00:00,-10,687,HOU,STL
2001-01-26 06:55:00,-2,1481,PDX,MCI
2001-01-25 14:55:00,-3,288,BWI,ALB
2001-01-18 15:45:00,-22,1099,OMA,LAS
2001-01-15 09:00:00,0,246,MAF,ELP
2001-03-15 12:54:00,6,869,TPA,STL
2001-03-19 07:00:00,-19,588,SLC,OAK
2001-02-23 09:35:00,3,325,BUR,OAK
2001-03-25 15:20:00,20,333,ONT,SJC
2001-02-21 17:30:00,6,296,LIT,DAL
2001-01-12 15:35:00,95,337,OAK,LAX
2001-03-19 07:00:00,-3,236,LAS,LAX
2001-01-03 14:47:00,18,256,LAS,PHX
2001-03-11 12:30:00,-14,370,LAX,PHX
2001-01-31 16:00:00,-4,370,PHX,LAX
2001-01-25 19:57:00,10,587,RDU,TPA
2001-03-21 17:00:00,32,325,ONT,PHX
2001-01-17 21:45:00,-8,507,SLC,PHX
2001-01-29 07:24:00,37,237,TUL,DAL
2001-02-06 19:30:00,-13,687,HOU,STL
2001-01-14 07:40:00,0,248,DAL,SAT
2001-02-20 06:30:00,0,397,SMF,LAS
2001-03-21 19:10:00,30,570,BHM,MDW
2001-02-14 22:57:00,73,373,LAX,SMF
2001-03-09 08:00:00,-5,989,MDW,MCO
2001-02-03 10:08:00,12,223,BUR,LAS
2001-01-25 09:00:00,-6,255,BWI,RDU
2001-01-29 17:45:00,0,197,FLL,TPA
2001-03-04 21:48:00,41,446,SAN,OAK
2001-01-05 07:40:00,-14,718,MCI,ABQ
2001-02-17 16:10:00,3,256,PHX,LAS
2001-03-08 08:30:00,-3,687,STL,HOU
2001-02-03 12:00:00,15,487,TPA,MSY
2001-02-09 21:00:00,180,304,SAN,PHX
2001-02-23 22:05:00,80,321,BHM,MSY
2001-03-17 11:37:00,0,370,LAX,PHX
2001-03-29 10:35:00,12,224,GEG,SEA
2001-02-23 19:00:00,10,256,LAS,PHX
2001-03-25 09:00:00,0,361,OAK,ONT
2001-01-05 12:15:00,0,478,MCO,BHM
2001-02-20 21:20:00,2,611,BWI,MDW
2001-01-03 08:10:00,5,197,ONT,LAS
2001-01-19 16:53:00,8,405,MDW,MCI
2001-02-09 11:55:00,7,419,HOU,OKC
2001-01-03 06:00:00,0,337,OAK,LAX
2001-02-04 07:07:00,7,303,MSY,HOU
2001-01-11 23:50:00,120,621,SJC,PHX
2001-02-27 09:50:00,7,271,MDW,SDF
2001-03-12 20:38:00,4,337,LAX,OAK
2001-02-19 20:57:00,14,843,PHX,SAT
2001-02-01 06:30:00,-4,189,DAL,AUS
2001-01-18 12:29:00,53,405,MDW,MCI
2001-03-27 15:35:00,-15,2237,LAS,ALB
2001-03-15 13:00:00,3,217,DAL,IAH
2001-02-01 12:17:00,3,689,SEA,SLC
2001-02-09 15:36:00,2,187,CRP,HOU
2001-02-24 17:10:00,5,550,MSY,MCO
2001-03-03 12:39:00,-1,569,SJC,PDX
2001-01-14 17:55:00,14,872,AUS,PHX
2001-01-09 12:50:00,5,759,ABQ,HOU
2001-03-26 18:30:00,-10,907,BNA,PVD
2001-01-18 21:42:00,17,495,BWI,SDF
2001-02-04 21:25:00,-8,437,DAL,MSY
2001-03-15 12:20:00,-1,187,HOU,CRP
2001-02-21 23:30:00,21,236,LAX,LAS
2001-03-10 19:40:00,0,370,PHX,LAX
2001-02-19 19:50:00,30,237,MCI,STL
2001-03-22 17:03:00,-20,689,SLC,SEA
2001-01-18 19:18:00,54,1235,HOU,LAS
2001-02-15 09:25:00,0,281,BWI,BUF
2001-02-20 11:15:00,-8,197,LAS,ONT
2001-01-25 16:20:00,0,187,CRP,HOU
2001-01-12 16:17:00,168,1136,PHX,LIT
2001-02-09 14:05:00,48,389,SMF,ONT
2001-02-14 06:30:00,3,189,DAL,AUS
2001-03-02 17:55:00,-27,1599,MSY,SAN
2001-03-30 10:35:00,5,162,MDW,IND
2001-01-25 16:35:00,0,192,SAT,HOU
2001-02-20 17:35:00,10,174,PBI,TPA
2001-03-08 10:25:00,19,1262,STL,PHX
2001-02-11 14:25:00,5,423,OMA,MDW
2001-01-21 14:00:00,-3,239,DAL,HOU
2001-01-16 12:35:00,0,395,MDW,BNA
2001-02-25 19:50:00,26,405,MCI,MDW
2001-02-13 13:00:00,-11,1489,SEA,MCI
2001-02-14 22:05:00,0,308,SJC,LAX
2001-03-24 16:30:00,-10,838,TPA,IND
2001-03-21 19:05:00,0,303,HOU,MSY
2001-01-26 14:52:00,91,236,LAX,LAS
2001-02-04 12:35:00,-2,229,STL,IND
2001-02-04 18:15:00,1,997,MDW,TPA
2001-02-27 15:10:00,-5,342,SNA,SJC
2001-01-09 06:15:00,0,239,HOU,DAL
2001-02-15 21:22:00,113,543,PDX,OAK
2001-02-19 12:30:00,18,480,SMF,SAN
2001-01-11 18:15:00,18,308,LAX,SJC
2001-03-27 13:10:00,-3,580,DAL,ABQ
2001-03-05 18:35:00,4,377,MHT,BWI
2001-02-12 12:55:00,-7,1069,SAT,LAS
2001-03-23 07:00:00,-5,370,PHX,LAX
2001-01-24 16:24:00,6,256,LAS,PHX
2001-01-21 17:15:00,0,718,ABQ,MCI
2001-02-28 13:00:00,52,347,PHX,ELP
2001-03-26 12:20:00,-2,197,LAS,ONT
2001-02-26 12:50:00,60,670,HOU,BNA
2001-02-08 07:35:00,-10,1497,TPA,ABQ
2001-02-08 10:07:00,-10,1521,LAS,MDW
2001-01-15 10:15:00,4,528,AUS,ELP
2001-03-06 16:25:00,-6,437,DAL,MSY
2001-02-28 22:00:00,25,239,HOU,DAL
2001-01-30 07:00:00,0,303,HOU,MSY
2001-01-21 17:55:00,42,328,BWI,PVD
2001-02-16 23:08:00,61,256,LAS,PHX
2001-02-07 08:35:00,57,569,SJC,PDX
2001-03-29 11:39:00,25,321,MSY,BHM
2001-02-22 19:10:00,2,347,ELP,PHX
2001-03-15 14:07:00,8,248,SAT,DAL
2001-03-20 20:25:00,1,223,LAS,BUR
2001-03-22 21:55:00,5,314,BWI,CLE
2001-03-24 15:04:00,7,313,MCI,OKC
2001-03-04 08:20:00,-15,842,MDW,PVD
2001-01-19 18:35:00,29,446,OAK,SAN
2001-03-18 07:55:00,-7,192,HOU,SAT
2001-03-23 20:20:00,-7,880,STL,MCO
2001-01-04 08:35:00,3,1044,MCI,PHX
2001-02-10 11:37:00,43,337,LAX,OAK
2001-03-29 07:00:00,-5,359,HOU,JAN
2001-01-21 22:35:00,-3,304,PHX,SAN
2001-01-17 19:55:00,0,342,SNA,SJC
2001-02-05 15:55:00,-7,328,PHX,ABQ
2001-01-19 16:34:00,5,192,SAT,HOU
2001-03-23 16:35:00,2,570,MDW,BHM
2001-01-26 16:05:00,-3,281,BWI,BUF
2001-03-11 12:40:00,-5,601,RNO,PHX
2001-02-07 20:35:00,9,646,OAK,PHX
2001-02-12 11:30:00,12,239,HOU,DAL
2001-01-22 08:45:00,-2,605,SMF,SEA
2001-01-28 13:40:00,6,407,LAS,OAK
2001-01-01 17:20:00,25,443,BNA,RDU
2001-03-24 16:05:00,-4,255,BWI,RDU
